fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
45540,00;0.22;0.38;45352,00;0.046;24,00;90,00;0.99232;45325,00;0.47;10,00;6,00
8,00;0.22;0.31;45448,00;0.049;24,00;97,00;0.993;45294,00;0.42;45545,00;5,00
45418,00;0.22;0.29;45389,00;0.028;16,00;87,00;0.99311;42064,00;0.56;45545,00;7,00
45541,00;0.15;0.29;45353,00;0.033;14,00;82,00;0.99132;45294,00;0.58;45333,00;7,00
45509,00;0.2;0.34;1,00;0.035;40,00;86,00;0.98993;45415,00;0.42;45484,00;5,00
45449,00;0.31;0.07;45413,00;0.033;55,00;144,00;0.99208;42430,00;0.42;10,00;5,00
45480,00;0.43;0.37;10,00;0.169;22,00;210,00;0.99776;45325,00;0.64;45421,00;5,00
45479,00;0.24;0.29;45549,00;0.053;55,00;136,00;0.99839;45354,00;0.52;9,00;5,00
45358,00;0.23;0.34;45360,00;0.052;19,00;86,00;0.99574;45385,00;0.56;10,00;5,00
45542,00;0.2;0.39;1,00;0.041;37,00;154,00;0.99093;45507,00;0.43;45546,00;5,00
45356,00;0.16;0.39;1,00;0.028;40,00;101,00;0.99156;20880,00;0.59;45453,00;6,00
45388,00;0.21;0.28;45540,00;0.047;29,00;101,00;0.99278;42064,00;0.4;11,00;6,00
45541,00;0.33;0.26;5,00;0.027;46,00;143,00;0.9924;45717,00;0.43;45333,00;7,00
45448,00;0.18;0.58;45658,00;0.034;29,00;129,00;0.98984;18688,00;0.6;12,00;7,00
45449,00;0.29;0.31;45538,00;0.027;39,00;96,00;0.99035;45352,00;0.6;45455,00;8,00
45541,00;0.33;0.26;5,00;0.027;46,00;143,00;0.9924;45717,00;0.43;45333,00;7,00
45449,00;0.21;0.36;0.8;0.034;48,00;113,00;0.99165;45352,00;0.68;45422,00;6,00
45358,00;0.21;0.33;1,00;0.037;66,00;144,00;0.9923;45599,00;0.52;45332,00;6,00
45388,00;0.21;0.28;45540,00;0.047;29,00;101,00;0.99278;42064,00;0.4;11,00;6,00
45296,00;0.11;0.32;45444,00;0.028;12,00;90,00;0.99008;20880,00;0.52;45334,00;6,00
45418,00;0.15;0.32;45352,00;0.036;19,00;76,00;0.98964;43160,00;0.41;45363,00;6,00
45356,00;0.16;0.39;1,00;0.028;40,00;101,00;0.99156;20880,00;0.59;45453,00;6,00
45448,00;0.19;0.46;45292,00;0.032;33,00;115,00;0.9909;13210,00;0.5;45392,00;6,00
45448,00;0.18;0.58;45658,00;0.034;29,00;129,00;0.98984;18688,00;0.6;12,00;7,00
45479,00;0.48;0.32;45383,00;0.021;22,00;121,00;0.9889;42064,00;0.53;45485,00;7,00
45328,00;0.23;0.23;45323,00;0.018;18,00;128,00;0.99178;45415,00;0.28;45453,00;5,00
6,00;0.17;0.29;5,00;0.028;25,00;108,00;0.99076;41699,00;0.34;45363,00;6,00
45479,00;0.48;0.32;45383,00;0.021;22,00;121,00;0.9889;42064,00;0.53;45485,00;7,00
45479,00;0.15;0.38;45474,00;0.037;20,00;84,00;0.99046;45538,00;0.53;45393,00;6,00
45326,00;0.17;0.36;45505,00;0.029;93,00;161,00;0.98999;23802,00;0.89;12,00;7,00
45509,00;0.21;0.32;45444,00;0.045;38,00;95,00;0.98946;44986,00;0.94;45394,00;8,00
45387,00;0.23;0.36;45413,00;0.03;74,00;121,00;0.98976;45352,00;0.99;45303,00;7,00
45479,00;0.15;0.38;45474,00;0.037;20,00;84,00;0.99046;45538,00;0.53;45393,00;6,00
45388,00;0.22;0.31;45548,00;0.04;57,00;135,00;0.99672;44256,00;0.38;45483,00;5,00
45418,00;0.15;0.55;45540,00;0.045;75,00;162,00;0.99482;35462,00;0.4;45360,00;5,00
45540,00;0.32;0.33;45293,00;0.027;35,00;138,00;0.98945;13575,00;0.42;45485,00;6,00
45478,00;0.37;0.3;45292,00;0.029;24,00;88,00;0.98883;43160,00;0.39;45484,00;6,00
45542,00;0.25;0.35;45479,00;0.039;22,00;64,00;0.99362;34001,00;0.49;45483,00;5,00
45329,00;0.21;0.28;45475,00;0.033;38,00;94,00;0.99075;36192,00;0.43;45515,00;7,00
7,00;0.24;0.3;45479,00;0.039;37,00;125,00;0.99436;45325,00;0.39;45544,00;5,00
45510,00;0.475;0.33;34759,00;0.047;16,00;81,00;0.98988;44986,00;0.53;45395,00;7,00
7,00;0.28;0.32;27576,00;0.032;30,00;114,00;0.99158;45629,00;0.64;45516,00;7,00
45541,00;0.4;0.3;45453,00;0.033;24,00;87,00;0.99265;42064,00;0.45;45516,00;6,00
45449,00;0.41;0.31;45444,00;0.042;18,00;101,00;0.99195;41334,00;0.41;45422,00;5,00
45388,00;0.2;0.28;45414,00;0.032;24,00;84,00;0.99168;11383,00;0.55;45423,00;5,00
45420,00;0.22;0.34;0.7;0.04;5,00;25,00;0.9918;45385,00;0.37;45422,00;4,00
45390,00;0.36;0.36;45302,00;0.032;21,00;132,00;0.99313;34731,00;0.39;13,00;6,00
45327,00;0.285;0.29;42125,00;0.035;64,00;138,00;0.9895;43525,00;0.34;45394,00;8,00
45541,00;0.2;0.3;45477,00;0.041;40,00;148,00;0.9932;42430,00;0.35;45332,00;6,00
45479,00;0.42;0.46;45482,00;0.054;67,00;234,00;0.99848;44986,00;0.5;9,00;5,00
45328,00;0.16;0.34;45474,00;0.038;85,00;153,00;0.9909;12114,00;0.86;12,00;7,00
45388,00;0.125;0.36;45383,00;0.044;22,00;68,00;0.99014;42064,00;0.5;45484,00;7,00
45388,00;0.44;0.26;2,00;0.054;20,00;180,00;0.9952;21245,00;0.57;10,00;5,00
7,00;0.31;0.39;45419,00;0.055;42,00;218,00;0.99652;13575,00;0.54;45361,00;5,00
45479,00;0.42;0.46;45482,00;0.054;67,00;234,00;0.99848;44986,00;0.5;9,00;5,00
45451,00;0.18;0.28;0.8;0.032;25,00;78,00;0.99104;36192,00;0.38;45302,00;5,00
45328,00;0.21;0.26;45304,00;0.05;59,00;150,00;0.99772;11383,00;0.46;9,00;5,00
45297,00;0.16;0.37;45292,00;0.031;37,00;97,00;0.9922;45385,00;0.58;45422,00;6,00
45418,00;0.22;0.32;45324,00;0.028;36,00;92,00;0.99076;46447,00;0.59;45546,00;7,00
45328,00;0.36;0.14;45543,00;0.036;38,00;155,00;0.99622;46447,00;0.5;45391,00;5,00
45478,00;0.21;0.25;45292,00;0.035;26,00;81,00;0.9902;11383,00;0.52;45393,00;6,00
45388,00;0.25;0.32;0.9;0.034;40,00;114,00;0.99114;11383,00;0.58;45514,00;7,00
45450,00;0.31;0.26;45474,00;0.073;40,00;157,00;0.9938;45294,00;0.46;45513,00;5,00
45449,00;0.26;0.46;45541,00;0.047;59,00;183,00;0.99594;45325,00;0.45;45360,00;5,00
45478,00;0.21;0.25;45292,00;0.035;26,00;81,00;0.9902;11383,00;0.52;45393,00;6,00
45328,00;0.2;0.31;1,00;0.031;22,00;73,00;0.99035;45352,00;0.52;45362,00;6,00
45328,00;0.18;0.3;1,00;0.031;23,00;73,00;0.99032;44986,00;0.52;45362,00;6,00
45297,00;0.37;0.2;45450,00;0.031;49,00;170,00;0.99558;44621,00;0.48;45421,00;5,00
45328,00;0.36;0.14;45543,00;0.036;38,00;155,00;0.99622;46447,00;0.5;45391,00;5,00
45418,00;0.22;0.32;45324,00;0.028;36,00;92,00;0.99076;46447,00;0.59;45546,00;7,00
45480,00;0.18;0.3;45323,00;0.046;49,00;199,00;0.99413;45354,00;0.38;45360,00;5,00
45541,00;0.14;0.38;1,00;0.041;22,00;81,00;0.99043;45354,00;0.54;45393,00;6,00
45541,00;0.14;0.38;1,00;0.041;22,00;81,00;0.99043;45354,00;0.54;45393,00;6,00
6,00;0.44;0.26;45294,00;0.053;57,00;128,00;0.98982;44621,00;0.39;45485,00;6,00
45298,00;0.36;0.4;34700,00;0.033;26,00;118,00;0.98934;45325,00;0.45;45425,00;7,00
45478,00;0.28;0.28;45324,00;0.019;15,00;65,00;0.9902;45446,00;0.52;45333,00;6,00
45388,00;0.16;0.32;27607,00;0.038;38,00;118,00;0.99449;43525,00;0.41;45483,00;5,00
45389,00;0.28;0.4;45546,00;0.032;13,00;92,00;0.99629;45294,00;0.46;45514,00;4,00
45479,00;0.39;0.31;45475,00;0.054;27,00;202,00;0.9948;16862,00;0.57;45422,00;6,00
45418,00;0.44;0.47;16558,00;0.014;44,00;137,00;0.98984;41334,00;0.32;13,00;8,00
45541,00;0.22;0.31;45357,00;0.029;41,00;131,00;0.99326;45507,00;0.49;45514,00;6,00
45449,00;0.22;0.29;45396,00;0.046;39,00;118,00;0.99834;45415,00;0.5;45300,00;6,00
45480,00;0.25;0.3;45511,00;0.038;67,00;196,00;0.99555;45294,00;0.5;45301,00;5,00
45327,00;0.155;0.33;45444,00;0.028;13,00;59,00;0.98975;45354,00;0.84;45546,00;8,00
7,00;0.31;0.31;45300,00;0.036;45,00;140,00;0.99216;35827,00;0.31;12,00;7,00
7,00;0.31;0.31;45300,00;0.036;45,00;140,00;0.99216;35827,00;0.31;12,00;7,00
45449,00;0.22;0.29;45396,00;0.046;39,00;118,00;0.99834;45415,00;0.5;45300,00;6,00
45448,00;0.21;0.4;45352,00;0.041;81,00;147,00;0.9901;44621,00;0.95;45454,00;8,00
45327,00;0.155;0.33;45444,00;0.028;13,00;59,00;0.98975;45354,00;0.84;45546,00;8,00
45388,00;0.25;0.32;45362,00;0.038;69,00;192,00;0.99573;41699,00;0.5;45332,00;6,00
45541,00;0.22;0.31;45357,00;0.029;41,00;131,00;0.99326;45507,00;0.49;45514,00;6,00
45356,00;0.21;0.29;0.7;0.028;11,00;66,00;0.99215;45354,00;0.4;45513,00;5,00
45298,00;0.27;0.28;45658,00;0.023;3,00;89,00;0.98993;34731,00;0.3;45393,00;4,00
45327,00;0.17;0.27;0.7;0.03;11,00;68,00;0.99218;45354,00;0.41;45513,00;5,00
45480,00;0.25;0.3;45511,00;0.038;67,00;196,00;0.99555;45294,00;0.5;45301,00;5,00
7,00;0.12;0.29;45361,00;0.039;41,00;98,00;0.99564;43525,00;0.38;45513,00;8,00
7,00;0.12;0.29;45361,00;0.039;41,00;98,00;0.99564;43525,00;0.38;45513,00;8,00
45298,00;0.29;0.34;45511,00;0.036;49,00;128,00;0.99397;44256,00;0.4;45483,00;6,00
45329,00;0.3;0.3;45481,00;0.022;14,00;111,00;0.99576;45599,00;0.61;45453,00;5,00
45510,00;0.26;0.46;45359,00;0.037;49,00;173,00;0.99601;42795,00;0.47;45360,00;5,00
7,00;0.12;0.29;45361,00;0.039;41,00;98,00;0.99564;43525,00;0.38;45513,00;8,00
45298,00;0.29;0.34;45511,00;0.036;49,00;128,00;0.99397;44256,00;0.4;45483,00;6,00
45539,00;0.33;0.31;45323,00;0.016;39,00;150,00;0.98713;12114,00;0.59;14,00;8,00
45296,00;0.29;0.28;45359,00;0.026;27,00;107,00;0.99308;13210,00;0.37;11,00;6,00
45296,00;0.29;0.28;45359,00;0.026;27,00;107,00;0.99308;13210,00;0.37;11,00;6,00
45510,00;0.26;0.48;45328,00;0.049;55,00;182,00;0.99582;44256,00;0.45;45391,00;6,00
6,00;0.28;0.52;5,00;0.078;30,00;139,00;0.99494;45294,00;0.36;9,00;6,00
6,00;0.28;0.25;45505,00;0.042;8,00;108,00;0.9929;45507,00;0.55;9,00;5,00
45329,00;0.2;0.22;45444,00;0.044;17,00;101,00;0.99471;13575,00;0.53;10,00;5,00
45297,00;0.27;0.25;45505,00;0.041;9,00;109,00;0.9929;45507,00;0.54;9,00;5,00
6,00;0.28;0.25;45505,00;0.042;8,00;108,00;0.9929;45507,00;0.55;9,00;5,00
45388,00;0.29;0.3;45537,00;0.036;25,00;79,00;0.99037;47178,00;0.6;45394,00;7,00
45389,00;0.35;0.24;6,00;0.042;28,00;123,00;0.99304;41699,00;0.44;45362,00;5,00
45299,00;0.12;0.38;0.9;0.034;36,00;86,00;0.99026;45506,00;0.55;12,00;6,00
45388,00;0.12;0.3;45292,00;0.031;37,00;94,00;0.98986;45294,00;0.56;45484,00;6,00
45329,00;0.2;0.22;45444,00;0.044;17,00;101,00;0.99471;13575,00;0.53;10,00;5,00
45358,00;0.4;0.26;16558,00;0.016;26,00;90,00;0.98951;30713,00;0.54;45335,00;7,00
45480,00;0.11;0.34;45426,00;0.04;41,00;114,00;0.99634;45476,00;0.59;11,00;7,00
45541,00;0.23;0.41;8,00;0.03;30,00;114,00;0.99368;44621,00;0.54;11,00;6,00
45541,00;0.38;0.38;45304,00;0.112;14,00;94,00;0.99792;45325,00;0.48;45331,00;5,00
45419,00;0.38;0.29;45539,00;0.021;38,00;113,00;0.99026;45507,00;0.48;13,00;7,00
45509,00;0.19;0.24;45352,00;0.044;38,00;128,00;0.99362;28185,00;0.6;45453,00;5,00
45417,00;0.34;0.26;45324,00;0.021;31,00;119,00;0.98919;20149,00;0.49;13,00;8,00
45449,00;0.23;0.3;45549,00;0.051;33,00;118,00;0.99835;45385,00;0.54;9,00;6,00
45449,00;0.23;0.3;45549,00;0.051;33,00;118,00;0.99835;45385,00;0.54;9,00;6,00
45390,00;0.31;0.31;0.95;0.021;52,00;148,00;0.99038;34001,00;0.32;45423,00;5,00
45479,00;0.2;0.3;45383,00;0.025;17,00;76,00;0.99104;45599,00;0.44;11,00;6,00
45390,00;0.31;0.31;0.95;0.021;52,00;148,00;0.99038;34001,00;0.32;45423,00;5,00
45358,00;0.26;0.24;45474,00;0.05;10,00;112,00;0.99286;45599,00;0.43;45544,00;5,00
45357,00;0.22;0.22;45448,00;0.039;31,00;128,00;0.99296;45629,00;0.46;45392,00;6,00
45449,00;0.23;0.3;45549,00;0.051;33,00;118,00;0.99835;45385,00;0.54;9,00;6,00
45419,00;0.19;0.4;45298,00;0.056;50,00;110,00;0.9954;45446,00;0.52;45544,00;6,00
8,00;0.14;0.33;45323,00;0.045;71,00;162,00;0.9914;45476,00;0.47;11,00;6,00
45510,00;0.32;0.39;45452,00;0.026;34,00;124,00;0.99286;43160,00;0.35;45303,00;6,00
45449,00;0.23;0.2;45393,00;0.044;45,00;131,00;0.99604;35096,00;0.51;45482,00;6,00
45449,00;0.23;0.2;45393,00;0.044;45,00;131,00;0.99604;35096,00;0.51;45482,00;6,00
45479,00;0.36;0.26;45542,00;0.034;39,00;123,00;0.99119;36192,00;0.3;45334,00;7,00
45297,00;0.38;0.42;5,00;0.016;31,00;113,00;0.99007;42064,00;0.31;45394,00;7,00
45420,00;0.23;0.28;45302,00;0.033;30,00;97,00;0.99507;45354,00;0.39;45422,00;7,00
7,00;0.2;0.31;8,00;0.05;29,00;213,00;0.99596;46813,00;0.57;45392,00;6,00
6,00;0.26;0.32;45507,00;0.029;48,00;180,00;0.99011;42064,00;0.34;12,00;6,00
45541,00;0.3;0.3;20363,00;0.037;4,00;28,00;0.99184;45476,00;0.32;45485,00;6,00
45479,00;0.18;0.28;45332,00;0.039;29,00;115,00;0.99469;45599,00;0.45;45545,00;7,00
45479,00;0.18;0.28;45332,00;0.039;29,00;115,00;0.99469;45599,00;0.45;45545,00;7,00
45510,00;0.18;0.28;45513,00;0.039;29,00;113,00;0.99406;45599,00;0.45;45545,00;7,00
45329,00;0.19;0.31;45357,00;0.034;17,00;103,00;0.99305;42064,00;0.52;45393,00;7,00
45328,00;0.16;0.32;45292,00;0.036;74,00;184,00;0.99096;44621,00;0.41;11,00;6,00
5,00;0.27;0.32;45416,00;0.032;58,00;178,00;0.98956;16497,00;0.31;45455,00;7,00
45357,00;0.37;0.28;45357,00;0.034;45,00;152,00;0.9921;47178,00;0.46;45454,00;7,00
45449,00;0.2;0.27;45545,00;0.038;29,00;130,00;0.99496;45599,00;0.44;45422,00;7,00
45510,00;0.18;0.28;45513,00;0.039;29,00;113,00;0.99406;45599,00;0.45;45545,00;7,00
45510,00;0.18;0.28;45513,00;0.039;29,00;113,00;0.99406;45599,00;0.45;45545,00;7,00
45449,00;0.28;0.34;0.8;0.037;42,00;119,00;0.9888;45354,00;0.37;45424,00;6,00
45418,00;0.35;0.36;0.8;0.034;32,00;111,00;0.98942;45599,00;0.5;45303,00;8,00
45541,00;0.25;0.33;45323,00;0.035;35,00;158,00;0.99082;45325,00;0.58;45362,00;6,00
6,00;0.32;0.3;45352,00;0.025;18,00;112,00;0.98802;45476,00;0.64;45364,00;7,00
45510,00;0.18;0.28;45513,00;0.039;29,00;113,00;0.99406;45599,00;0.45;45545,00;7,00
45479,00;0.18;0.28;45332,00;0.039;29,00;115,00;0.99469;45599,00;0.45;45545,00;7,00
45449,00;0.2;0.27;45545,00;0.038;29,00;130,00;0.99496;45599,00;0.44;45422,00;7,00
45357,00;0.37;0.28;45357,00;0.034;45,00;152,00;0.9921;47178,00;0.46;45454,00;7,00
45329,00;0.19;0.31;45357,00;0.034;17,00;103,00;0.99305;42064,00;0.52;45393,00;7,00
45357,00;0.18;0.36;45323,00;0.034;26,00;111,00;0.99074;42430,00;0.51;11,00;6,00
45541,00;0.3;0.36;0.9;0.037;40,00;156,00;0.98968;45507,00;0.36;45303,00;6,00
45328,00;0.16;0.32;45292,00;0.036;74,00;184,00;0.99096;44621,00;0.41;11,00;6,00
5,00;0.27;0.32;45416,00;0.032;58,00;178,00;0.98956;16497,00;0.31;45455,00;7,00
5,00;0.3;0.33;45476,00;0.03;54,00;173,00;0.9887;13210,00;0.3;13,00;7,00
45418,00;0.2;0.5;45309,00;0.054;50,00;221,00;0.99941;34366,00;0.64;45512,00;6,00
45479,00;0.25;0.31;12785,00;0.061;45442,00;218,00;0.99388;42430,00;0.53;45421,00;5,00
45449,00;0.22;0.36;45417,00;0.029;30,00;105,00;0.99206;45325,00;0.47;45515,00;6,00
45510,00;0.25;0.37;45294,00;0.026;29,00;93,00;0.99035;41699,00;0.45;45334,00;6,00
7,00;0.13;0.37;31382,00;0.042;36,00;105,00;0.99581;45415,00;0.55;45483,00;6,00
7,00;0.45;0.34;45523,00;0.04;12,00;67,00;0.9976;45476,00;0.38;11,00;6,00
45329,00;0.32;0.3;45870,00;0.02;14,00;104,00;0.99362;36192,00;0.44;45393,00;6,00
7,00;0.13;0.37;31382,00;0.042;36,00;105,00;0.99581;45415,00;0.55;45483,00;6,00
45540,00;0.34;0.3;45507,00;0.035;57,00;135,00;0.99016;45538,00;0.34;12,00;6,00
45510,00;0.22;0.31;45541,00;0.037;33,00;121,00;0.99176;45325,00;0.39;45546,00;8,00
45329,00;0.32;0.3;45870,00;0.02;14,00;104,00;0.99362;36192,00;0.44;45393,00;6,00
45390,00;0.32;0.35;45484,00;0.029;3,00;46,00;0.99439;45325,00;0.34;45515,00;6,00
45510,00;0.27;0.29;45447,00;0.046;6,00;88,00;0.99458;12479,00;0.48;45453,00;4,00
8,00;0.74;0.21;4,00;0.05;24,00;133,00;0.99418;45446,00;0.38;45482,00;5,00
7,00;0.45;0.34;45523,00;0.04;12,00;67,00;0.9976;45476,00;0.38;11,00;6,00
7,00;0.13;0.37;31382,00;0.042;36,00;105,00;0.99581;45415,00;0.55;45483,00;6,00
45387,00;0.22;0.29;45323,00;0.045;69,00;152,00;0.99178;27820,00;0.63;11,00;7,00
45390,00;0.22;0.3;45543,00;0.024;17,00;118,00;0.99456;36192,00;0.34;45422,00;6,00
45389,00;0.32;0.22;45484,00;0.035;44,00;150,00;0.99578;45294,00;0.45;45392,00;5,00
45419,00;0.18;0.37;45328,00;0.05;21,00;138,00;0.99546;45325,00;0.55;45422,00;6,00
45298,00;0.47;0.29;45518,00;0.024;22,00;142,00;0.99518;45629,00;0.48;12,00;8,00
45298,00;0.47;0.29;45518,00;0.024;22,00;142,00;0.99518;45629,00;0.48;12,00;8,00
45509,00;0.19;0.25;45514,00;0.042;33,00;124,00;0.99646;44621,00;0.41;45331,00;6,00
45479,00;0.14;0.46;45444,00;0.036;15,00;92,00;0.99264;13575,00;0.49;45545,00;5,00
45510,00;0.24;0.38;45359,00;0.045;50,00;185,00;0.99578;42064,00;0.5;45421,00;6,00
45541,00;0.25;0.47;45390,00;0.042;36,00;156,00;0.99604;42064,00;0.55;45391,00;6,00
6,00;0.24;0.33;45414,00;0.026;31,00;85,00;0.99014;41334,00;0.5;45362,00;7,00
45510,00;0.29;0.34;45415,00;0.054;26,00;189,00;0.99489;15401,00;0.58;45392,00;5,00
45357,00;0.33;0.42;45339,00;0.037;57,00;170,00;0.99884;46082,00;0.57;45391,00;6,00
45418,00;0.23;0.45;45293,00;0.027;43,00;104,00;0.99054;45325,00;0.52;45362,00;6,00
45357,00;0.27;0.29;45334,00;0.044;59,00;196,00;0.99782;41699,00;0.4;45512,00;6,00
45357,00;0.2;0.37;45515,00;0.045;58,00;130,00;0.99519;45325,00;0.35;45514,00;5,00
45328,00;0.33;0.41;45520,00;0.037;58,00;173,00;0.99882;45717,00;0.57;45391,00;6,00
45357,00;0.33;0.42;45339,00;0.037;57,00;170,00;0.99884;46082,00;0.57;45391,00;6,00
45329,00;0.21;1,00;45292,00;0.154;46,00;114,00;0.9931;34731,00;0.43;45331,00;6,00
6,00;0.27;0.3;45487,00;0.044;15,00;144,00;0.99666;45629,00;0.53;45361,00;6,00
45478,00;0.12;0.26;45417,00;0.034;21,00;99,00;0.99324;45538,00;0.57;45544,00;6,00
45541,00;0.24;0.37;45297,00;0.027;38,00;112,00;0.99086;43525,00;0.34;45394,00;6,00
45480,00;0.18;0.53;45323,00;0.041;42,00;167,00;0.9908;45599,00;0.44;45546,00;5,00
45298,00;0.17;0.43;45352,00;0.023;33,00;132,00;0.99067;45599,00;0.56;45484,00;6,00
45419,00;0.33;0.38;45481,00;0.126;49,00;199,00;0.99711;35827,00;0.57;45391,00;5,00
45328,00;0.255;0.24;45474,00;0.039;138.5;272,00;0.99452;19419,00;0.53;45452,00;4,00
45419,00;0.33;0.38;45481,00;0.126;49,00;199,00;0.99711;35827,00;0.57;45391,00;5,00
45448,00;0.2;0.66;45332,00;0.043;78,00;175,00;0.9945;35827,00;0.43;45392,00;7,00
45450,00;0.17;0.36;45416,00;0.042;26,00;102,00;0.99427;45538,00;0.47;45421,00;5,00
45509,00;0.15;0.31;45540,00;0.036;7,00;73,00;0.99152;45325,00;0.43;45546,00;6,00
45357,00;0.25;0.44;45474,00;0.024;36,00;116,00;0.98935;43160,00;0.4;45424,00;6,00
45541,00;0.28;0.41;45383,00;0.016;6,00;55,00;0.98876;42430,00;0.4;45395,00;5,00
45329,00;0.27;0.37;45387,00;0.026;27,00;114,00;0.99174;41334,00;0.84;45485,00;5,00
45328,00;0.25;0.38;45542,00;0.045;54,00;208,00;0.99572;42795,00;0.46;45300,00;5,00
45420,00;0.19;0.48;45292,00;0.026;23,00;58,00;0.99184;45537,00;0.5;45422,00;6,00
45328,00;0.25;0.54;7,00;0.046;58,00;176,00;0.99454;43525,00;0.7;45392,00;5,00
45328,00;0.25;0.54;7,00;0.046;58,00;176,00;0.99454;43525,00;0.7;45392,00;5,00
45510,00;0.28;0.43;45450,00;0.03;30,00;110,00;0.99164;45507,00;0.59;45424,00;8,00
45328,00;0.25;0.54;7,00;0.046;58,00;176,00;0.99454;43525,00;0.7;45392,00;5,00
45389,00;0.21;0.8;45363,00;0.038;77,00;183,00;0.99778;34731,00;0.48;9,00;5,00
7,00;0.15;0.38;45366,00;0.045;54,00;120,00;0.9975;43160,00;0.42;45513,00;6,00
45389,00;0.21;0.8;45363,00;0.038;77,00;183,00;0.99778;34731,00;0.48;9,00;5,00
45358,00;0.28;0.42;45323,00;0.033;29,00;142,00;0.99205;42795,00;0.43;45483,00;4,00
45297,00;0.18;0.38;45353,00;0.033;28,00;111,00;0.98962;42430,00;0.49;45394,00;6,00
7,00;0.53;0.43;45297,00;0.029;6,00;76,00;0.99118;45507,00;0.5;45424,00;8,00
45510,00;0.28;0.43;45450,00;0.03;30,00;110,00;0.99164;45507,00;0.59;45424,00;8,00
45418,00;0.36;0.38;45332,00;0.028;20,00;82,00;0.99274;45294,00;0.43;45303,00;7,00
45419,00;0.25;0.47;45295,00;0.041;95,00;163,00;0.99184;33635,00;0.59;45362,00;6,00
45479,00;0.24;0.41;45537,00;0.039;48,00;122,00;0.99052;45717,00;0.43;12,00;5,00
45449,00;0.25;0.33;45420,00;0.042;29,00;141,00;0.99546;46813,00;0.6;45392,00;5,00
45388,00;0.15;0.4;45413,00;0.042;23,00;87,00;0.98972;45599,00;0.46;45334,00;7,00
45357,00;0.28;0.3;45294,00;0.039;24,00;115,00;0.9942;45415,00;0.43;45451,00;5,00
45328,00;0.25;0.38;45542,00;0.045;54,00;208,00;0.99572;42795,00;0.46;45300,00;5,00
45298,00;0.28;0.35;45415,00;0.028;35,00;91,00;0.99022;35096,00;0.33;45303,00;5,00
45449,00;0.35;0.34;45539,00;0.032;9,00;125,00;0.99253;11749,00;0.81;12,00;5,00
45420,00;0.19;0.48;45292,00;0.026;23,00;58,00;0.99184;45537,00;0.5;45422,00;6,00
45328,00;0.25;0.54;7,00;0.046;58,00;176,00;0.99454;43525,00;0.7;45392,00;5,00
6,00;0.35;0.51;45323,00;0.029;10,00;102,00;0.9903;16862,00;0.42;45546,00;6,00
45509,00;0.31;0.32;45416,00;0.024;28,00;94,00;0.98906;45717,00;0.52;45486,00;7,00
45449,00;0.17;0.35;45445,00;0.03;33,00;78,00;0.99146;44621,00;0.72;45362,00;6,00
45420,00;0.23;0.4;45544,00;0.036;24,00;88,00;0.9951;45325,00;0.42;45422,00;6,00
45509,00;0.31;0.32;45416,00;0.024;28,00;94,00;0.98906;45717,00;0.52;45486,00;7,00
45297,00;0.2;0.34;45421,00;0.041;38,00;201,00;0.995;41699,00;0.44;45301,00;3,00
45357,00;0.37;0.37;45413,00;0.024;12,00;76,00;0.98876;34366,00;0.39;45363,00;6,00
45328,00;0.36;0.38;45325,00;0.031;20,00;89,00;0.98956;45446,00;0.33;12,00;7,00
45449,00;0.17;0.35;45445,00;0.03;33,00;78,00;0.99146;44621,00;0.72;45362,00;6,00
45357,00;0.28;0.47;45333,00;0.04;61,00;183,00;0.99592;45629,00;0.51;45421,00;6,00
45450,00;0.27;0.52;45325,00;0.043;28,00;152,00;0.99129;45325,00;0.53;45393,00;6,00
7,00;0.25;0.45;45353,00;0.045;40,00;118,00;0.99064;42430,00;0.48;45546,00;7,00
45482,00;0.24;0.49;45539,00;0.032;3,00;18,00;0.99368;31079,00;0.54;10,00;6,00
45482,00;0.24;0.49;45539,00;0.032;3,00;18,00;0.99368;31079,00;0.54;10,00;6,00
45510,00;0.13;0.39;45383,00;0.034;19,00;102,00;0.99121;44986,00;0.6;45362,00;7,00
45449,00;0.78;0.5;45413,00;0.045;30,00;133,00;0.99104;45717,00;0.48;45484,00;5,00
45296,00;0.33;0.27;45479,00;0.022;44,00;129,00;0.99221;13210,00;0.39;11,00;7,00
45479,00;0.34;0.4;45293,00;0.033;34,00;111,00;0.98924;35462,00;0.48;45334,00;7,00
45479,00;0.14;0.51;45355,00;0.028;57,00;124,00;0.99176;33270,00;0.54;45483,00;7,00
7,00;0.26;0.34;45545,00;0.038;25,00;84,00;0.99432;45599,00;0.34;45545,00;6,00
45418,00;0.29;0.26;7,00;0.04;18,00;113,00;0.99366;42795,00;0.38;45332,00;6,00
7,00;0.25;0.45;45353,00;0.045;40,00;118,00;0.99064;42430,00;0.48;45546,00;7,00
45450,00;0.21;0.49;45414,00;0.047;20,00;130,00;0.99178;42064,00;0.48;45302,00;5,00
45480,00;0.26;0.51;45445,00;0.045;26,00;159,00;0.99126;3,00;0.5;45333,00;6,00
45450,00;0.27;0.52;45325,00;0.043;28,00;152,00;0.99129;45325,00;0.53;45393,00;6,00
45480,00;0.25;0.49;45414,00;0.047;31,00;169,00;0.99252;45476,00;0.57;45453,00;6,00
